Time,Temperature,Humidity
6/7/2021 16:00,23.9,54
6/7/2021 18:00,23.8,54
6/7/2021 20:00,23.7,54
6/7/2021 22:00,23.6,54
6/8/2021 0:00,23.6,53.7
6/8/2021 2:00,23.5,53
6/8/2021 4:00,23.4,53
6/8/2021 6:00,23.4,54.4
6/8/2021 8:00,23.5,54.7
6/8/2021 10:00,23.6,54.6
6/8/2021 12:00,23.9,54.4
6/8/2021 14:00,24.1,52.9
6/8/2021 16:00,24.1,53.8
6/8/2021 18:00,24,54
6/8/2021 20:00,23.8,54
6/8/2021 22:00,23.7,54
6/9/2021 0:00,23.6,53.2
6/9/2021 2:00,23.5,53
6/9/2021 4:00,23.4,52.1
6/9/2021 6:00,23.3,52.9
6/9/2021 8:00,23.4,51.4
6/9/2021 10:00,23.7,51.3
6/9/2021 12:00,24.1,50.6
6/9/2021 14:00,24,52.5
6/9/2021 16:00,24.1,54.5
6/9/2021 18:00,24,54.3
6/9/2021 20:00,23.9,53.8
6/9/2021 22:00,23.8,53
6/10/2021 0:00,23.7,52.1
6/10/2021 2:00,23.6,51.3
6/10/2021 4:00,23.6,50.6
6/10/2021 6:00,23.4,50
6/10/2021 8:00,23.5,48.8
6/10/2021 10:00,23.9,48.5
6/10/2021 12:00,24.3,47.6
6/10/2021 14:00,24.9,45.6
6/10/2021 16:00,24.9,48.2
6/10/2021 18:00,24.7,49
6/10/2021 20:00,24.6,49
6/10/2021 22:00,24.4,49
6/11/2021 0:00,24.4,49
6/11/2021 2:00,24.3,49.5
6/11/2021 4:00,24.2,50
6/11/2021 6:00,24.1,50.5
6/11/2021 8:00,24.3,50
6/11/2021 10:00,24.6,49
6/11/2021 12:00,24.8,48.2
6/11/2021 14:00,25.2,48.1
6/11/2021 16:00,25.3,49.9
6/11/2021 18:00,25.1,50
6/11/2021 20:00,24.9,49.2
6/11/2021 22:00,24.8,49
6/12/2021 0:00,24.7,49
6/12/2021 2:00,24.5,49
6/12/2021 4:00,24.4,49
6/12/2021 6:00,24.3,48.2
6/12/2021 8:00,24.5,48
6/12/2021 10:00,24.7,48
6/12/2021 12:00,25.1,47.3
6/12/2021 14:00,25.4,47
6/12/2021 16:00,25.4,47
6/12/2021 18:00,25.3,47
6/12/2021 20:00,25.2,47
6/12/2021 22:00,25.1,47
6/13/2021 0:00,25,47.1
6/13/2021 2:00,24.9,47.6
6/13/2021 4:00,24.9,48
6/13/2021 6:00,24.9,48
6/13/2021 8:00,24.9,47.9
6/13/2021 10:00,25.2,47.2
6/13/2021 12:00,25.6,46.5
6/13/2021 14:00,26.1,45.1
6/13/2021 16:00,26.2,44.5
6/13/2021 18:00,26,44
6/13/2021 20:00,25.8,43.7
6/13/2021 22:00,25.7,43
6/14/2021 0:00,25.6,43
6/14/2021 2:00,25.4,42.1
6/14/2021 4:00,25.2,41.8
6/14/2021 6:00,25,40.3
6/14/2021 8:00,25.2,39.4
6/14/2021 10:00,25.5,39.9
6/14/2021 12:00,26,40.4
6/14/2021 14:00,26.6,40.7
6/14/2021 16:00,26.7,43
6/14/2021 18:00,26.5,43
6/14/2021 20:00,26.4,43.8
6/14/2021 22:00,26.2,44
6/15/2021 0:00,26.1,44.7
6/15/2021 2:00,26,45
6/15/2021 4:00,25.9,45.2
6/15/2021 6:00,25.8,46.4
6/15/2021 8:00,26.1,48.3
6/15/2021 10:00,26.4,49.8
6/15/2021 12:00,27,49.4
6/15/2021 14:00,27.6,47
6/15/2021 16:00,27.4,49
6/15/2021 18:00,27.2,49
6/15/2021 20:00,27,48.4
6/15/2021 22:00,26.8,48
6/16/2021 0:00,26.7,48
6/16/2021 2:00,26.6,48
6/16/2021 4:00,26.4,48
6/16/2021 6:00,26.3,48.8
6/16/2021 8:00,26.4,48.4
6/16/2021 10:00,26.8,50.3
6/16/2021 12:00,27.3,50.8
6/16/2021 14:00,27.7,50.9
6/16/2021 16:00,27.8,50.6
6/16/2021 18:00,27.6,50
6/16/2021 20:00,27.4,50
6/16/2021 22:00,27.3,50
6/17/2021 0:00,27.2,49.2
6/17/2021 2:00,27.1,49.3
6/17/2021 4:00,27,50
6/17/2021 6:00,26.8,51.5
6/17/2021 8:00,26.9,52
6/17/2021 10:00,27.2,51.2
6/17/2021 12:00,27.6,50.3
6/17/2021 14:00,28.1,49.1
6/17/2021 16:00,28.1,49
6/17/2021 18:00,28,49
6/17/2021 20:00,27.8,49
6/17/2021 22:00,27.7,49.8
6/18/2021 0:00,27.6,50.6
6/18/2021 2:00,27.5,51.4
6/18/2021 4:00,27.4,52.2
6/18/2021 6:00,27.3,56.8
6/18/2021 8:00,27.2,58
6/18/2021 10:00,27.5,56.4
6/18/2021 12:00,28,55.3
6/18/2021 14:00,28.3,54
6/18/2021 16:00,28.3,53.1
6/18/2021 18:00,28.2,53
6/18/2021 20:00,28.1,53
6/18/2021 22:00,27.9,53.5
6/19/2021 0:00,27.8,54
6/19/2021 2:00,27.7,54
6/19/2021 4:00,27.6,54
6/19/2021 6:00,27.6,54
6/19/2021 8:00,27.7,54
6/19/2021 10:00,27.9,54
6/19/2021 12:00,28.3,53.3
6/19/2021 14:00,28.6,53
6/19/2021 16:00,28.6,53
6/19/2021 18:00,28.5,53
6/19/2021 20:00,28.4,53
6/19/2021 22:00,28.3,53
6/20/2021 0:00,28.2,53
6/20/2021 2:00,28,53
6/20/2021 4:00,28,53
6/20/2021 6:00,27.9,53
6/20/2021 8:00,28,53
6/20/2021 10:00,28.1,53
6/20/2021 12:00,28.3,52.3
6/20/2021 14:00,28.6,52
6/20/2021 16:00,28.6,52
6/20/2021 18:00,28.5,52
6/20/2021 20:00,28.4,52
6/20/2021 22:00,28.3,51
6/21/2021 0:00,28.1,51
6/21/2021 2:00,28,51
6/21/2021 4:00,27.9,51.5
6/21/2021 6:00,27.8,52.1
6/21/2021 8:00,27.9,51.1
6/21/2021 10:00,28.2,51.8
6/21/2021 12:00,28.6,50.6
6/21/2021 14:00,29,49.2
6/21/2021 16:00,29,48.2
6/21/2021 18:00,28.8,48
6/21/2021 20:00,28.6,48
6/21/2021 22:00,28.5,48
6/22/2021 0:00,28.4,47
6/22/2021 2:00,28.2,47
6/22/2021 4:00,28.1,47
6/22/2021 6:00,28.1,47
6/22/2021 8:00,28.2,47
6/22/2021 10:00,28.4,47
6/22/2021 12:00,28.8,45.9
6/22/2021 14:00,29.2,44.3
6/22/2021 16:00,29.1,44
6/22/2021 18:00,28.9,44
6/22/2021 20:00,28.8,44
6/22/2021 22:00,28.6,44
6/23/2021 0:00,28.4,44
6/23/2021 2:00,28.2,44
6/23/2021 4:00,28.1,43.8
6/23/2021 6:00,28,43.6
6/23/2021 8:00,28,43
6/23/2021 10:00,28.2,43
6/23/2021 12:00,28.5,43
6/23/2021 14:00,28.7,43
6/23/2021 16:00,28.8,43
6/23/2021 18:00,28.6,43
6/23/2021 20:00,28.5,43.4
6/23/2021 22:00,28.3,44.1
6/24/2021 0:00,28.2,45
6/24/2021 2:00,28.1,45
6/24/2021 4:00,27.9,45.1
6/24/2021 6:00,27.8,45.3
6/24/2021 8:00,27.7,45.5
6/24/2021 10:00,27.8,46
6/24/2021 12:00,28,46
6/24/2021 14:00,28.4,45.5
6/24/2021 16:00,28.8,42.8
6/24/2021 18:00,28.7,42
6/24/2021 20:00,28.5,42
6/24/2021 22:00,28.4,41.4
6/25/2021 0:00,28.2,40
6/25/2021 2:00,28,39.1
6/25/2021 4:00,27.9,38.8
6/25/2021 6:00,27.7,38
6/25/2021 8:00,27.7,38.3
6/25/2021 10:00,27.8,38.7
6/25/2021 12:00,28,38
6/25/2021 14:00,28.4,38.2
6/25/2021 16:00,28.5,39
6/25/2021 18:00,28.5,39
6/25/2021 20:00,28.4,39
6/25/2021 22:00,28.3,39
6/26/2021 0:00,28,39.6
6/26/2021 2:00,27.8,40
6/26/2021 4:00,27.7,40
6/26/2021 6:00,27.5,40
6/26/2021 8:00,27.4,40.7
6/26/2021 10:00,27.5,41
6/26/2021 12:00,27.7,40.1
6/26/2021 14:00,28.1,40
6/26/2021 16:00,28.6,39.3
6/26/2021 18:00,28.6,40
6/26/2021 20:00,28.3,39.7
6/26/2021 22:00,28.2,40
6/27/2021 0:00,28,40.8
6/27/2021 2:00,27.8,41.8
6/27/2021 4:00,27.6,42
6/27/2021 6:00,27.5,42
6/27/2021 8:00,27.4,42.2
6/27/2021 10:00,27.5,42.9
6/27/2021 12:00,27.6,42.1
6/27/2021 14:00,28.1,42
6/27/2021 16:00,28.4,42
6/27/2021 18:00,28.4,42
6/27/2021 20:00,28.3,42.1
6/27/2021 22:00,28.2,43
6/28/2021 0:00,28.1,43.2
6/28/2021 2:00,27.9,44
6/28/2021 4:00,27.8,44
6/28/2021 6:00,27.7,44.2
6/28/2021 8:00,27.5,45.8
6/28/2021 10:00,27.6,46
6/28/2021 12:00,28.3,45.4
6/28/2021 14:00,29.6,42.1
6/28/2021 16:00,30,40.5
6/28/2021 18:00,29.7,39.5
6/28/2021 20:00,29.3,41
6/28/2021 22:00,28.8,43.4
6/29/2021 0:00,28.2,46.8
6/29/2021 2:00,27.5,49.1
6/29/2021 4:00,27,51
6/29/2021 6:00,26.5,56.3
6/29/2021 8:00,26.4,57.3
6/29/2021 10:00,27.3,54.1
6/29/2021 12:00,27.6,51.5
6/29/2021 14:00,27.8,51.2
6/29/2021 16:00,28.2,53.3
6/29/2021 18:00,28.2,50.3
6/29/2021 20:00,28.1,48.6
6/29/2021 22:00,28,47.2
6/30/2021 0:00,27.8,46.1
6/30/2021 2:00,27.7,45.9
6/30/2021 4:00,27.5,45
6/30/2021 6:00,27.4,44.8
6/30/2021 8:00,27.2,44.5
6/30/2021 10:00,27.4,44.6
6/30/2021 12:00,27.5,44.3
6/30/2021 14:00,27.3,44.2
6/30/2021 16:00,27.4,44
6/30/2021 18:00,27.6,44
6/30/2021 20:00,27.4,44
6/30/2021 22:00,27.2,44
7/1/2021 0:00,27,44
7/1/2021 2:00,26.8,44
7/1/2021 4:00,26.6,43.3
7/1/2021 6:00,26.4,43
7/1/2021 8:00,26.3,43.3
7/1/2021 10:00,26.4,44
7/1/2021 12:00,26.5,43.1
7/1/2021 14:00,26.7,42.7
7/1/2021 16:00,27.1,42
7/1/2021 18:00,27.3,42
7/1/2021 20:00,27.2,42
7/1/2021 22:00,27,41.3
7/2/2021 0:00,26.8,40.1
7/2/2021 2:00,26.7,40
7/2/2021 4:00,26.5,40
7/2/2021 6:00,26.3,40
